date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:41:35	852/852	---M-Z	200	added ('OK')	text/css	etag:%22bcd410a6cebdd51:0%22	http://robotics.sdsmt.edu/user/themes/robo-theme/css/navbar.css	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/themes/robo-theme/css/navbar.css	(from http://robotics.sdsmt.edu/)
13:41:36	1224/1224	---M-Z	200	added ('OK')	text/css	etag:%227d2f6e37256d81:0%22	http://robotics.sdsmt.edu/user/plugins/admin-power-tools/assets/scroll_fix.css	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/plugins/admin-power-tools/assets/scroll_fix.css	(from http://robotics.sdsmt.edu/)
13:41:37	486/486	---M-Z	200	added ('OK')	text/css	etag:%2212b22e197356d81:0%22	http://robotics.sdsmt.edu/user/plugins/markdown-notices/assets/notices.css	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/plugins/markdown-notices/assets/notices.css	(from http://robotics.sdsmt.edu/)
13:41:38	18959/18959	---M-Z	200	added ('OK')	text/css	etag:%2297f9f4e7256d81:0%22	http://robotics.sdsmt.edu/user/plugins/form/assets/form-styles.css	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/plugins/form/assets/form-styles.css	(from http://robotics.sdsmt.edu/)
13:41:39	1512/1512	---M-Z	200	added ('OK')	text/css	etag:%22b84f1d507256d81:0%22	http://robotics.sdsmt.edu/user/plugins/login/css/login.css	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/plugins/login/css/login.css	(from http://robotics.sdsmt.edu/)
13:41:40	85578/85578	---M-Z	200	added ('OK')	application/x-javascript	etag:%2292bde3267256d81:0%22	http://robotics.sdsmt.edu/system/assets/jquery/jquery-2.x.min.js	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/system/assets/jquery/jquery-2.x.min.js	(from http://robotics.sdsmt.edu/)
13:41:41	4281/4281	---M-Z	200	added ('OK')	application/x-javascript	etag:%229170bfb0bdd51:0%22	http://robotics.sdsmt.edu/user/themes/robo-theme/js/cardCarousel.js	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/themes/robo-theme/js/cardCarousel.js	(from http://robotics.sdsmt.edu/)
13:41:42	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fb8d41a4c5bdd51:0%22	http://robotics.sdsmt.edu/user/themes/robo-theme/js/slicknav.min.js	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/themes/robo-theme/js/slicknav.min.js	(from http://robotics.sdsmt.edu/)
13:41:43	3158/3158	---M-Z	200	added ('OK')	application/x-javascript	etag:%2235ce15ccdec2d51:0%22	http://robotics.sdsmt.edu/user/themes/robo-theme/js/upcomingEvents.js	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/themes/robo-theme/js/upcomingEvents.js	(from http://robotics.sdsmt.edu/)
13:41:46	9355/9355	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:43%20GMT	http://robotics.sdsmt.edu/about	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/about.html	(from http://robotics.sdsmt.edu/)
13:41:46	173685/173685	---M--	200	added ('OK')	image/png	etag:%22a39a93d2fbcbd91:0%22	http://robotics.sdsmt.edu/user/pages/logo/Robo%20Logo%20Trans%20Light%20New.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/pages/logo/Robo%20Logo%20Trans%20Light%20New.png	(from http://robotics.sdsmt.edu/)
13:41:46	27873/27873	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:44%20GMT	http://robotics.sdsmt.edu/projects	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects.html	(from http://robotics.sdsmt.edu/)
13:41:47	22141/22141	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:44%20GMT	http://robotics.sdsmt.edu/news	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news.html	(from http://robotics.sdsmt.edu/)
13:41:48	72556/72556	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:46%20GMT	http://robotics.sdsmt.edu/gallery	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery.html	(from http://robotics.sdsmt.edu/)
13:41:49	7555/7555	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:47%20GMT	http://robotics.sdsmt.edu/calendar	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/calendar.html	(from http://robotics.sdsmt.edu/)
13:41:50	10768/10768	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:48%20GMT	http://robotics.sdsmt.edu/sponsors	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/sponsors.html	(from http://robotics.sdsmt.edu/)
13:41:51	7702/7702	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:48%20GMT	http://robotics.sdsmt.edu/resources	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/resources.html	(from http://robotics.sdsmt.edu/)
13:41:52	13795/13795	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:50%20GMT	http://robotics.sdsmt.edu/resources/software-and-guides	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/resources/software-and-guides.html	(from http://robotics.sdsmt.edu/)
13:41:53	7624/7624	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:50%20GMT	http://robotics.sdsmt.edu/resources/links	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/resources/links.html	(from http://robotics.sdsmt.edu/)
13:41:54	10842/10842	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:52%20GMT	http://robotics.sdsmt.edu/resources/super-robo-time	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/resources/super-robo-time.html	(from http://robotics.sdsmt.edu/)
13:41:55	13747/13747	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:53%20GMT	http://robotics.sdsmt.edu/resources/robo-parts	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/resources/robo-parts.html	(from http://robotics.sdsmt.edu/)
13:41:56	13629/13629	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:53%20GMT	http://robotics.sdsmt.edu/pong	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/pong.html	(from http://robotics.sdsmt.edu/)
13:41:59	17903/17903	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:56%20GMT	http://robotics.sdsmt.edu/news/winter-2025-newsletter	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/winter-2025-newsletter.html	(from http://robotics.sdsmt.edu/)
13:42:00	25632/25632	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:56%20GMT	http://robotics.sdsmt.edu/news/2023-igvc-competition	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/2023-igvc-competition.html	(from http://robotics.sdsmt.edu/)
13:42:01	8581/8581	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:58%20GMT	http://robotics.sdsmt.edu/news/2022-trebuchet	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/2022-trebuchet.html	(from http://robotics.sdsmt.edu/)
13:42:02	18015/18015	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:59%20GMT	http://robotics.sdsmt.edu/news/2020-competition-cancellation-and-recap-of-year	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/2020-competition-cancellation-and-recap-of-year.html	(from http://robotics.sdsmt.edu/)
13:42:03	17823/17823	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:41:59%20GMT	http://robotics.sdsmt.edu/news/2019-fll-tournament-volunteering	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/2019-fll-tournament-volunteering.html	(from http://robotics.sdsmt.edu/)
13:42:04	20860/20860	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:01%20GMT	http://robotics.sdsmt.edu/news/super-robo-time-2019	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/super-robo-time-2019.html	(from http://robotics.sdsmt.edu/)
13:42:05	14684/14684	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:02%20GMT	http://robotics.sdsmt.edu/news/2019-pumpkin-chunkin-competition	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/2019-pumpkin-chunkin-competition.html	(from http://robotics.sdsmt.edu/)
13:42:06	21370/21370	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:02%20GMT	http://robotics.sdsmt.edu/news/2019-asme-student-design-competition	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/2019-asme-student-design-competition.html	(from http://robotics.sdsmt.edu/)
13:42:07	15287/15287	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:04%20GMT	http://robotics.sdsmt.edu/news/2018-pumpkin-chunkin-and-great-downtown-pumpkin-festival	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/2018-pumpkin-chunkin-and-great-downtown-pumpkin-festival.html	(from http://robotics.sdsmt.edu/)
13:42:08	20271/20271	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:04%20GMT	http://robotics.sdsmt.edu/news/2018-asme-student-design-competition	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/2018-asme-student-design-competition.html	(from http://robotics.sdsmt.edu/)
13:42:09	11805/11805	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:06%20GMT	http://robotics.sdsmt.edu/news/2016-ieee-robotics-competition	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/news/2016-ieee-robotics-competition.html	(from http://robotics.sdsmt.edu/)
13:42:10	16383/16383	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:06%20GMT	http://robotics.sdsmt.edu/projects/t-shirt-cannon	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/t-shirt-cannon.html	(from http://robotics.sdsmt.edu/)
13:42:11	12593/12593	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:08%20GMT	http://robotics.sdsmt.edu/projects/sumobot-2025	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/sumobot-2025.html	(from http://robotics.sdsmt.edu/)
13:42:12	20966/20966	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:08%20GMT	http://robotics.sdsmt.edu/projects/igvc-year-2	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/igvc-year-2.html	(from http://robotics.sdsmt.edu/)
13:42:13	22718/22718	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:10%20GMT	http://robotics.sdsmt.edu/projects/igvc	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/igvc.html	(from http://robotics.sdsmt.edu/)
13:42:14	23897/23897	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:11%20GMT	http://robotics.sdsmt.edu/projects/spinnybot	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/spinnybot.html	(from http://robotics.sdsmt.edu/)
13:42:15	17232/17232	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:12%20GMT	http://robotics.sdsmt.edu/projects/avc	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/avc.html	(from http://robotics.sdsmt.edu/)
13:42:16	18326/18326	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:12%20GMT	http://robotics.sdsmt.edu/projects/controller-v2	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/controller-v2.html	(from http://robotics.sdsmt.edu/)
13:42:17	862178/862178	---M--	200	added ('OK')	image/jpeg	etag:%22f016b73c3353db1:0%22	http://robotics.sdsmt.edu/user/pages/01.home/igvc_wheel_compressed.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/pages/01.home/igvc_wheel_compressed.jpg	(from http://robotics.sdsmt.edu/)
13:42:17	21441/21441	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:14%20GMT	http://robotics.sdsmt.edu/projects/b-a-m	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/b-a-m.html	(from http://robotics.sdsmt.edu/)
13:42:17	16072/16072	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:15%20GMT	http://robotics.sdsmt.edu/projects/swervebot	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/swervebot.html	(from http://robotics.sdsmt.edu/)
13:42:18	15892/15892	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:15%20GMT	http://robotics.sdsmt.edu/projects/soccerbots	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/soccerbots.html	(from http://robotics.sdsmt.edu/)
13:42:19	14893/14893	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:17%20GMT	http://robotics.sdsmt.edu/projects/controller	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/controller.html	(from http://robotics.sdsmt.edu/)
13:42:20	17413/17413	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:17%20GMT	http://robotics.sdsmt.edu/projects/smp-and-mecanumbot	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/projects/smp-and-mecanumbot.html	(from http://robotics.sdsmt.edu/)
13:42:21	1870/1870	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:19%20GMT	http://robotics.sdsmt.edu/loading	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/loading.html	(from http://robotics.sdsmt.edu/)
13:42:22	76488/76488	---M--	200	added ('OK')	image/png	etag:%2224ea70365ddb1:0%22	http://robotics.sdsmt.edu/images/8/b/8/e/7/8b8e772e81356d4bae6a347d414c86a51863b362-discord-logo.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/8/b/8/e/7/8b8e772e81356d4bae6a347d414c86a51863b362-discord-logo.png	(from http://robotics.sdsmt.edu/)
13:42:24	50891/50891	---M--	200	added ('OK')	image/png	etag:%22c616fd70365ddb1:0%22	http://robotics.sdsmt.edu/images/3/1/f/f/1/31ff1e52b36efdcd96e57c357336060418db737c-facebooklogo.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/3/1/f/f/1/31ff1e52b36efdcd96e57c357336060418db737c-facebooklogo.png	(from http://robotics.sdsmt.edu/)
13:42:26	105927/105927	---M--	200	added ('OK')	image/png	etag:%2216281071365ddb1:0%22	http://robotics.sdsmt.edu/images/0/5/4/e/8/054e816e728d94d82ce34267198f17cd72b7082d-instagramlogo.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/0/5/4/e/8/054e816e728d94d82ce34267198f17cd72b7082d-instagramlogo.png	(from http://robotics.sdsmt.edu/)
13:42:26	1062/1062	---M--	200	added ('OK')	image/png	etag:%22e24e1771365ddb1:0%22	http://robotics.sdsmt.edu/images/2/0/7/c/d/207cd27182e09a63eaaf7f0cc17f60031f02e12b-yt-icon.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/2/0/7/c/d/207cd27182e09a63eaaf7f0cc17f60031f02e12b-yt-icon.png	(from http://robotics.sdsmt.edu/)
13:42:26	2805/2805	---M--	200	added ('OK')	image/png	etag:%229d8b1271365ddb1:0%22	http://robotics.sdsmt.edu/images/8/9/5/b/0/895b09be3c202bc553e9727b0c88fa48694f8faa-presicon.png	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/8/9/5/b/0/895b09be3c202bc553e9727b0c88fa48694f8faa-presicon.png	(from http://robotics.sdsmt.edu/)
13:42:27	95/95	---M-Z	200	added ('OK')	text/css	etag:%22246d71a5f90d61:0%22	http://robotics.sdsmt.edu/user/themes/robo-theme/css/default.css	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/themes/robo-theme/css/default.css	(from http://robotics.sdsmt.edu/about)
13:42:30	1742/1742	---M-Z	200	added ('OK')	text/css	etag:%22b921dd504f5cd51:0%22	http://robotics.sdsmt.edu/user/themes/robo-theme/css/projects-list.css	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/themes/robo-theme/css/projects-list.css	(from http://robotics.sdsmt.edu/projects)
13:42:31	1795/1795	---M-Z	200	added ('OK')	text/css	etag:%2284566723c6c4d51:0%22	http://robotics.sdsmt.edu/user/themes/robo-theme/css/news-list.css	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/themes/robo-theme/css/news-list.css	(from http://robotics.sdsmt.edu/news)
13:42:32	2139/2139	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:29%20GMT	http://robotics.sdsmt.edu/schraderbug	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/schraderbug.html	(from http://robotics.sdsmt.edu/news)
13:42:33	2079/2079	---M-Z	200	added ('OK')	text/css	etag:%229d7dd9cab5c4d51:0%22	http://robotics.sdsmt.edu/user/themes/robo-theme/css/gallery-list.css	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/user/themes/robo-theme/css/gallery-list.css	(from http://robotics.sdsmt.edu/gallery)
13:42:34	9577/9577	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:31%20GMT	http://robotics.sdsmt.edu/gallery/2025	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2025.html	(from http://robotics.sdsmt.edu/gallery)
13:42:35	12666/12666	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:31%20GMT	http://robotics.sdsmt.edu/gallery/2024-igvc	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2024-igvc.html	(from http://robotics.sdsmt.edu/gallery)
13:42:36	14194/14194	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:33%20GMT	http://robotics.sdsmt.edu/gallery/2023-igvc	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2023-igvc.html	(from http://robotics.sdsmt.edu/gallery)
13:42:37	13501/13501	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:34%20GMT	http://robotics.sdsmt.edu/gallery/2022-spinnybot	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2022-spinnybot.html	(from http://robotics.sdsmt.edu/gallery)
13:42:38	11173/11173	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:34%20GMT	http://robotics.sdsmt.edu/gallery/2021-paint-the-town	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2021-paint-the-town.html	(from http://robotics.sdsmt.edu/gallery)
13:42:39	10332/10332	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:36%20GMT	http://robotics.sdsmt.edu/gallery/2020-avc-car	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2020-avc-car.html	(from http://robotics.sdsmt.edu/gallery)
13:42:40	10377/10377	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:37%20GMT	http://robotics.sdsmt.edu/gallery/2020-pumpkin-chunkin	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2020-pumpkin-chunkin.html	(from http://robotics.sdsmt.edu/gallery)
13:42:41	10335/10335	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:37%20GMT	http://robotics.sdsmt.edu/gallery/2020-srt	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2020-srt.html	(from http://robotics.sdsmt.edu/gallery)
13:42:42	11934/11934	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:39%20GMT	http://robotics.sdsmt.edu/gallery/t-shirt-cannon	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/t-shirt-cannon.html	(from http://robotics.sdsmt.edu/gallery)
13:42:43	11985/11985	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:40%20GMT	http://robotics.sdsmt.edu/gallery/2020-competition-cancellation-and-recap-of-year	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2020-competition-cancellation-and-recap-of-year.html	(from http://robotics.sdsmt.edu/gallery)
13:42:44	11115/11115	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:41%20GMT	http://robotics.sdsmt.edu/gallery/spinnybot	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/spinnybot.html	(from http://robotics.sdsmt.edu/gallery)
13:42:45	877890/877890	---M--	200	added ('OK')	image/jpeg	etag:%22a21514333a5ddb1:0%22	http://robotics.sdsmt.edu/images/8/3/5/0/9/83509a9a52455b448295676e11e2a86689d8ad4c-20231028133228-min.jpg	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/images/8/3/5/0/9/83509a9a52455b448295676e11e2a86689d8ad4c-20231028133228-min.jpg	(from http://robotics.sdsmt.edu/about)
13:42:45	11997/11997	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:41%20GMT	http://robotics.sdsmt.edu/gallery/2020-boy-scouts-robotics-merit-badge	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2020-boy-scouts-robotics-merit-badge.html	(from http://robotics.sdsmt.edu/gallery)
13:42:45	12170/12170	---M--	200	added ('OK')	text/html	date:Sat,%2028%20Mar%202026%2019:42:43%20GMT	http://robotics.sdsmt.edu/gallery/2020-engineering-and-science-day	/home/dean/Desktop/rockerRobo/roboWebsite/roboticsWebsite/robotics.sdsmt.edu/gallery/2020-engineering-and-science-day.html	(from http://robotics.sdsmt.edu/gallery)
